,Name,Age,Hometown,Boarded,Position,Lifeboat,Survived,latitude,longitude,altitude,country
367,"Wareham, Mr. Robert Arthur",36,"Southampton, Hampshire, England",Southampton,First Class Bedroom Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
368,"Warwick, Mr. Thomas",35,"Hampshire, England",Southampton,First Class Bedroom Steward,,False,51.04483545,-1.2434093597173146,0.0,United Kingdom
369,"Weatherston, Mr. Thomas",24,"Liverpool, Lancashire, England",Belfast,First Class Bedroom Steward,,False,53.6326141,-2.8105631,0.0,United Kingdom
370,"Weikman, Mr. Augustus Henry",51,"Southampton, Hampshire, England",Southampton,First Class Barber,A,True,50.90472085,-1.3587998082396187,0.0,United Kingdom
371,"White, Mr. Arthur",37,"Portsmouth, Hampshire, England",Southampton,Third Class Barber,,False,50.8221133,-1.0677602492961795,0.0,United Kingdom
372,"White, Mr Edward Joseph",27,"Southampton, Hampshire, England",Southampton,Glory Hole Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
373,"White, Mr. L.",32,"Southampton, Hampshire, England",Southampton,First Class Saloon Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
374,"Whiteley, Mr. Thomas",18,"London, England",Southampton,First Class Saloon Steward,B,True,51.5073219,-0.1276474,0.0,United Kingdom
375,"Whitford, Mr. A.H.",37,"Southampton, Hampshire, England",Southampton,Second Class Saloon Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
376,"Whittman, Mr. Henry",34,"Southampton, Hampshire, England",Southampton,First Class Bedroom Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
377,"Widgery, Mr. James G.",37,"Southampton, Hampshire, England",Southampton,Second Class Bath Steward,9,True,50.90472085,-1.3587998082396187,0.0,United Kingdom
378,"Wildebank, Mr. Alfred E.",39,"Southampton, Hampshire, England",Southampton,Asst. Cook,13,True,50.90472085,-1.3587998082396187,0.0,United Kingdom
379,"Williams, Mr. Walter J.",28,"Southampton, Hampshire, England",Southampton,Second Class Saloon Steward,13,True,50.90472085,-1.3587998082396187,0.0,United Kingdom
380,"Willis, Mr. William",66,"Southampton, Hampshire, England",Southampton,Third Class Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
381,"Wiltshire, Mr. W.",33,"Southampton, Hampshire, England",Southampton,Asst. Butcher,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
382,"Witter, Mr. James W.C.",31,"Hampshire, England",Southampton,Second Class Smoking Room Steward,11,True,51.04483545,-1.2434093597173146,0.0,United Kingdom
383,"Wood, Mr. J.T.",40,"London, England",Southampton,Second Class Saloon Steward,,False,51.5073219,-0.1276474,0.0,United Kingdom
384,"Wormald, Mr. Frederick William",36,"Southampton, Hampshire, England",Southampton,First Class Saloon Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
385,"Wrapson, Mr. Frederick B.",19,"Southampton, Hampshire, England",Southampton,Asst. Pantryman,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
386,"Wright, Mr. Frederick",24,"London, England",Southampton,Squash Court Steward,,False,51.5073219,-0.1276474,0.0,United Kingdom
387,"Wright, Mr. William",40,"Southampton, Hampshire, England",Southampton,Glory Hole Steward,13,True,50.90472085,-1.3587998082396187,0.0,United Kingdom
388,"Yearsley, Mr. Harry",38,"Southampton, Hampshire, England",Southampton,First Class Saloon Steward,9,True,50.90472085,-1.3587998082396187,0.0,United Kingdom
